,sentence,label
477,kapımın altına sığmadı kestim sonra yine sığmadı. balkon kapım için almıştım; ancak mümkün değil kapı kapanmıyor. kestiğim için iadede de edemiyorum. ,0
478,10 numara ,1
479,indirimleri takip ederseniz uygun fiyata alabilirsiniz. tavsiye ederim,1
480,çok gürültülü bir makina değil.oldukça iyi,1
481,"bu fiyatta, bu kalite ",1
482,"kargoyu ertesi gün teslim edeceklerini söylemelerine rağmen, 2 gün sonra yola çıktı. ben bu süre zarfında herşekilde daha hızlı alırdım ürünü başka yollardan.",0
483,hızlı kargo teşekkür ederim,1
484,çocuğum 18 aylık ve doğduğundan beri prima kullanıyorum. en uygun fiyat kesinlikle hepsiburada,1
485,raf olması beklenen yerlerin boyutu uygun kesilmemiş. bu paraya değecek bir ürün değil. çok kötü,0
486,ürünü almadan önce aynı resimdeki gibi raf olarakta çamaşırlarımı yerleştirmeden önce bekletebilirim gibi düşündüm fakat o rafların düz durması gibi beklenti içine girmeyin en ufak bi çamaşır asıldığında ağırlıktan aşağı doğru kapandığı için kapanma pozisyonuna geçiyor.,0
487,2 adet boru yalıtım malzemesi kötü bir kumaşla birleştirilmiş görsel ile hiç alakası yok. çok çirkin bir görüntü oluşturuyor.,0
488,geceleri sızdırıyor. ,0
489,ürün kaliteli kullanışlı fiyatı çok iyi,1
490,"farklı yerden aldık ama ürün bence iyi değil, menüsü bile yok bence diğer androidlerden farklı ben beğenmedim",0
491,yaklaşık 7 ay önce aldık makine kesinlikle berbat yıkama da lekeler çıkmıyor en kaliteli deterjan la bile ayni . deterjani yumuşatıcı ayni anda alıyor helikopter gibi çalışıyor yorumlara güvendim ama cok yanılttı bizi kesinlikle tavsiye etmiyorum paraniza yazık etmeyin,0
492,sar değerine dikkat edin arkadaşlar.,0
493,hiç kullanışlı gelmedi bize. beklenti meselesi diye düşünüyorum. sızdırmazlık sıkıntı. ters çeviremiyorsunuz yağı biriktiren küçük bir kanal var. kısacası biz beğenmedik.,0
494,ürün orijinal ve kaliteli.,1
495,"ürünü daha ucuz olduğu için hepsiburada uygulamasındaki başka bir satıcıdan aldım. galiba siparişi cumartesi günü vermiş olmamdan dolayı ürünün elime ulaşması 5 günü buldu. i̇lk kullanımdan önce tamamen şarj ettim. sonrasında yaklaşık 4 kere samsung core prime telefonumu %80'lere kadar getirdi, sonrasında bana o kadar yeteceği için şarj işlemini sonlandırdım. ancak sorun şu ki yaklaşık 24 saattir powerbank şarjda ve hâlâ tam olarak dolmuş değil. görünüşü, malzemesi çok şık ve kaliteli olduğu izlenimini vermişti ancak bu sorun canımı sıktı.",0
496,"tanbur motoru sessiz güzel de, arkadaş sessiz makine yapıyosun su tahliye motoruna bir çözüm bulamıyorsun?",0
497,ürünü yeni teslim aldık ve kullanmaya başladık. etkisini zaman gösterecek. yorumları okuyarak sipariş verdim. ürün faydalı olacaksa bu fiyata kaçmaz.,0
498,kesinlikle tavsiye etmiyorum kapının altına bez sıkıştırsam bundan iyi olurdu. bilsem almazdım,0
499,"bir kaç defa aldım memnunum.  marketlerden bile fiyatı daha uygun .alışılagelmiş hepsiburada kalitesi ,teşekkür ederim.",1
500,yorumları okuyarak aldım ne yazıkki kokusunu beğenmedik,0
501,güzel hızlı ucuz,1
502,"bu fiyata göre değil de bu fiyat sıfır telefona göre, çok iyi değil iyi de değil  fena değil denilebilir.  ",0
503,hepsiburadaya teşekkürler. sürekli buradan alıyoruz hem fiyat uygun hem de hızlı kargo. tabii prima kalitesini anlatmaya gerek yok.başka markalar denedik ama bunun yerini tutmuyor.,1
504,premium care kadar olmasada gayet güzel,1
505,"üründe, gönderimide  beklentilerimi karşıladı. teşekkürler",1
506,"ürün kaliteli fiyat da güzel. ilk çocuğumuzda da prima kullandık. bir ara değiştirdik, çocuk rahatsızlandı. şimdi yeni doğan çocuğumuz içinde kullanıyoruz. fazlasıyla memmunuz. primadan şaşmayacaksın..",1
507,urun yeterince kaliteli vaadettiklerini yapıyor. aldigimdan beri plastik kokusu gecmedi onun dişinde kullanışlı ve güçlü. ,1
508,kartuşlari bi̇ti̇ği̇nde (100 sayfa yazmadan bi̇ti̇yor) yeni̇ kartuşlar yazicidan daha pahali.,0
509,almayın çok pişman oldum ben yorumları okuyup da aldım1 ay oldu kabul ediyorum görünüşü felan süper her şeyi iyi ama kamerası berbat fotoğraf çekmeyi sevenler asla almasın ,0
510,iyi ürün + hepsiburada.com iyi satıcı = mükemmel,1
511,ürünü eşim için aldım.o memnun kaldı gerisi benim için teferuat ,1
512,ürünü 2 hafda once aldim fiyati iyi yanliz ürün kaliteli değil sizdiriyo ve yapışkanları kopuyor bezlerken ,0
513,arkadaşlar eğer tüplüden geçiş yapacaksanız iyi bir tekevizyon fakat kalite olarak daha iyi bir tekevizyona sahipsrniz hiç tavsiye etmiyorum tam bir hayal kırıklığı oluyor. ürün hızlı ve zararsız bir şekilde geldi. teşekkürler. ,0
514,bu üründen kısa sürede bir etki göremedim ama kullanmaya devam edeceğim.umarım yazılanlar kadar etki sağlar.kara sinekler üzerinde etkisi yok diyebilirim.diğer canlılar için denemeye devam etmeğe değer diye düşünüyorum.,0
515,ürün görüntüdeki gibi değil çok kötü saçma sapan bir siyah beze sarılmış kenarı çıtçıtlı hiç kullanışlı değil. ücreti çok düşük olmasa direkt iade edicektim ama değmez...,0
516,3.0 hızını daha göremedim sanırım 2.0  onun haricinde başarılı,0
517,bez bebeğim için üretilmiş resmen hepsi burada farkıyla ve fiyatıyla olağan üstü bi alışveriş oldu teşekkürler hepsiburada :)),1
518,basarili ama keşke fiyat daha uygun olsa çocuk paşam doğduğu günden beri aylık paket kullaniyoruz,1
519,bebeğimizin favorisi.hızlı kargo için teşekkürler.,1
520,dokunmatik tuşları 1-2 ay içinde deforme oluyor.,0
521,bilgisayarın yanında hediye gönderdiler. ne işe yarayacağını bilmiyorum ancak bir ürün bu kadar mı amaçsız olur. hediye değil zulüm resmen. ,0
522,ürünü anlatmaya gerek yok. fiyat gayet uygun.,1
523,sıcak ve soğuk olması güzel fiyatına göre güzel,1
524,urunu süper hızlı aldım lakin 10 gün boyunca zor geçti kaç defa aradım su bu neyse urun güzel lakin büyük ağır boyutu ağırlı önemli değil bana guc olsun dayanlik hakkını veren diyorsanız mi ve mi ürünleri premuim,0
525,"ci̇hazin çikardiği ses hamam böcekleri̇ni̇ etrafina topluyor.ben mi̇ yanliş anladim, kovmayacak miydi? ci̇hazin sesi̇ne gelen haşereleri̇ el yordamiyla öldürmek mi̇ydi̇ amaç?",0
526,ürün fiyatına göre iyi ama cok sıcak uflemiyor gonderim korgo hızlı teşekkürler ,1
527,prima kalitesi fazla söze gerek var mı?,1
528,bu kadar kalitesiz bir ürün zor bulunur,0
529,guzel urun hic pisik yapmadi,1
530,tv olarak cok kullanışlı olan bu ürünü pc için monitör amacı ile kullanmayı dusunmeyin maalesef yetersiz,0
531,ürünü kesinlkle tavsiye etmiyorum sadece iki ay içinde sabun almak için basma yerleri kırıldı pilastiği çok kötü zaten niye plastik onuda anlamadım sakın almayı düşünmeyin,0
532,oldukça agir. 7-8 saatte zor şarj oluyor. şarj olurken ayni zaman cebi şarj zaman aliyor,0
533,mükemmel olmamakla beraber güzel. rahatlıkla alınabilir.,1
534,diğer bezleri de denedik ama en iyisi prima. sızdırmazlığı 10 numara. super market fiyatlarının çok altında sunulan bu hizmet için teşekkür ederiz. ,1
535,hepsiburada uygun fiyata ayağına kadar getiriyor.,1
536,bugun aldim bir faydasini goremedim açıkcasi,0
537,prima en iyisi,1
538,bez ihtiyacimizin tamamini hepsiburada araciligi ile karsiliyoruz.kapiya kadar getirilmeai paha biçilemez.,1
539,bu kadar zayıf olduğunu bilsem para vermezdim,0
540,kaliteye uygun fiyatla-taksitle ve hızlıca sahip olmak için doğru yerdesiniz..,1
541,çok ses çıkarıyor ve 1 sene içinde arızalandı. hepsiburada.com üzerinden arızaya gönderince de param iade edildi ürünü ses den dolayı önermiyorum ama hepsiburada.com arıza süreci çok güzel teşekkür ediyorum.,0
542,ürün elime geçeli yaklaşık 3 hafta oldu. ne işe yaradığı hakkında henüz bilgi sahibi olamadım. umarım haşereler üzerinde etkilidir. yalnızca onlar kaldı test edemediğim de :) ,0
543,hep memnun kaldım teşekürler ,1
544,ürün orijinal bildiğiniz iphone gayet hızlı da gönderdiler. ancak kargo parası istemelerinden dolayı sıfır yıldız veriyorum. ,0
545,yaklaşık 2 senedir oğluma bu bezi kullanıyoruz. kalitesi zaten prima söze gerek yok. hepsiburadaya en kötü ihtimal ile 3 gün kala siparişi verdiğimde evimde. teşekkürler.,1
546,3 çocuğumda prima ile büyüdü. tabi bebeklerin ciltleri seçici oluyor. benimkilere en uygunu primaydı. ürünün kalitesini anlatmama gerek yok. bir de uygun fiyatla internetten yakaladığınızda hiç kaçırmayın derim.,1
547,başarılı tavsiye ederim.,1
548,verdiğiniz bedeli düşününce bundan daha iyi ne olabilirki.,1
549,piyasaya göre uygun . pirimanin kalitesini bilen biliyor.,1
550,kızım doğduğundan itibaren kullanıyoruz pişik vs hiç bi sorunla karsilasmadik öneririm gönül rahatlığıyla kullanabilirsiniz,1
551,tavsiye ederim kesin alın,1
552,hediye için teşekkürler ancak sadece temizleme&#160;solüsyonu biraz işe yarar. gerisi çöpe gitti.,0
553,adet bazında daha uygunu yok ????,1
554,teşekkürler bu i̇mkanı sağlayanlara,1
555,arkadaşlar ürün yani makkap çok süper zaten markasındanda anlaşılıyo ama bu marka ürünün yanına 300 parça hediye olarak çin malını koymuşlar işte bu bozuyo yani hediyesi çok kötü hiç kullanılmıyo yani iş görmez hepsi burda sitesini bu makkabın yanına çin malını koyduğu için kınıyorum inşallah bu hatasını giderir saygılar,0
556,ikizlerim için güvenerek aldığım marka. pişiği falan unuttuk. aldığımız zaman 2 koli birden alıyoruz. hb ya hızlı kargo için de teşekkür ederim.,1
557,"ürünü alalı 6 ay oldu ama sorunsuz  6 kahve içemedik, temizlik yapmaktan bıktık, alacaksaniz kesi̇nli̇kle bunu almayin pi̇şmanlik ...........",0
558,"i̇yi̇ki̇ hepsi̇burada,di̇ğer kali̇teli̇ ve güveni̇li̇r si̇teler var teşekkürler",1
559,çelik mi? çelik. ama üretim kalitesi birhayli zayıf. i̇ndirimden uygun fiyata alırsanız f/p açısından bir avuntunuz olur. i̇ş görür ama o kadar.,0
560,gorundugu gibi degil..hic tavsiye etmem,0
561,fiyat performans kıyasında en iyi ürün...,1
562,"yarım kilo diyeceğim neredeyse, kızıp birine atsam kafası kırılır.",0
563,hepsi burada vok hizli gonderi fakat arzumun kalitesi hic iyi değil ,0
564,bebeğimin cildine en uygun bez oldu hepsiburadadan hem hızlı teslimat hem ayağıma kadar gelmesi hem de piyasaya göre daha uygun. daha ne olsun ,1
565,en kaliteli bebek bezi biz çok memnunuz tavsiye ederim ,1
566,gece lambası görevi yapmaktan başka birseye yaramıyor karıncalar resmen cihazın altında geziyor bu üründen 2 adet aldım ikisindende farklı ses çıkıyor kısacası işe yaramaz.,0
567,ürünü elime alınca bu benim kızın çişini tutmaz dedim maşallah bez dandik dursada acayip emici ve tüm beze değil idrarın geldiği noktada emilip tutuluyor tavsiye ediyorum,1
568,"çok memnun kaldık, kalitesi belli olan ürünü en iyi fiyata alabileceğiniz site hepaiburadaya teşekkürler.",1
569,eksiksiz ve sorunsuz ürün,1
570,teşekkürler prima iyiki varsın,1
571,"ürün elime ulaştığında inceledim uygun fiyatlı kaliteli bir ürün arıyorsanız, ürün tavsiye niteliğindedir. güçlü hava çıkışı var ve sıcaklık kademesi gayet güzel kuaförlerin kullandığı fön makineleri kadar değil belki ama ona yakın bir ürün. ev için gayet ideal, daha fazla para ödemeye gerek yok. şık bir ürün..",1
572,hevesle alınacak bişey değil yüzeyi ve bandı jı kelitesiz,0
573,"1-2 ve numarada ""yeni bebek"" , 3-4-5 numaralarda ise ""aktif bebek""... 10 numara bez, ekonomik, sızmaz-taşmaz. pişik yapmaz (ekstra krem vs kullanmıyoruz). bezin kendine has bir pudra kokusu var o da hoş. bir de çok önemli, paket içinden neredeyse hiç defolu bez çıkmıyor. bugüne kadar sadece 1 kere yapıştırma bandı bozuk bez denk geldi, başka hiç rastlamadım.",1
574,fiyatının kalitesinde bir ürün. çok birşey beklemeyin derim. çok hafif ve basit. schafer kalitesi bu kadar mı? diye sorguluyor insan...,0
575,"bu kadar ağar bir koku olduğunu bilseydim almazdım. yazın kesinlikle kullanılmaz, sıkıpta girdiğiniz ortamı boğabilirsiniz. alacak arkadaşların dikkatine....",0
576,güzel paket hesaplı,1
577,kalıcı değil,0
578,"fıyata gore fena değil yalnızca pil daha kuvvetli olabılırdı, birde alttakı fonksiyon tuşları ekranın altına konsaydı daha kullanışlı olurdu. ",0
579,her zaman en uygun fiyat ve sorunsuz alışveriş. bezi akşamdan bağlıyoruz sabaha kadar rahat bir uyku. teşekkürler,1
580,çıktı.,0
581,uygun fiyat güzel ürün .,1
582,ürün eli̇me çok hizli bi̇r şeki̇lde ulaşti ancak aşiri ses çikarmasindan dolayi kullanamiyoruz elektri̇k süpürgesi̇ni̇n sesi̇ni̇ bastiriyor bu kadarini beklemi̇yorduk ürünün kullanmaya başladiğimiz 2. gün aydinlatmasinin çalişmadiğini fark etti̇k beklenti̇mi̇n çok altinda bi̇r ürün.,0
583,"bu haliyle tavanın iki tarafını kullanmak ocağı kirlettiği için zor, kapaklı bir tava kullanmak daha uygun ve ekonomik. ",0
584,"ürünün kalitesini burada anlatmaya gerek yok, fiyat olarak ise çoğu zaman piyasadaki en iyi fiyati bize sunduğu için hepsiburada.com ailesine teşekkürler.",1
585,fare icin aldim. fındık  faresi....   soylendigi gibi degil malesef hayvan resmen makinanin yaninda cirit atıyor. diger hasere böcekler için  bir sey diyemem ama.,0
586,"biraz daha kaliteli malzeme kullanılsaydı ve biraz daha özenle üretilseydi, maaliyeti 1 tl bile daha artmazdı, ancak daha güzel ve uzun ömürlü bir malzeme olurdu. kumaş çok kalitesiz, kapı açılıp kapandıkça bir süre sonra yırtılacağını tahmin ediyorum. en ucuzunu üretmek tek hedef olmamalı diye düşünüyorum.",0
587,cok ince yanakları var mecburiyetten aldım ön tekeri yardımm ufacık daha kalkarken kaldırımın cıkkın gerine denk geldi anında yarıldı düzen bozulmasın diye yeniden alıcam,0
588,sıfır kalite.gorundugu gibi değil. her kapıya olmaz..,0
589,"kokusu uzun süre gitmiyor, hafif güzel diyorlar diye almıştım. verdiğiniz paraya değmez...",0
590,i̇ddalı gibi görünsede özlelliklerine göre pahalı,0
591,i̇ndirimden aldık hızlı geldi tşk ,1
592,"ürün geldi ve şok içindeyim woman değilde man olmalıydı bence erkek parfümüyle aynı,hiç beğenmedim.",0
593,sizdiriyor. marketlerdeki prima yla alakası yok.,0
594,"ürün kaliteli, planlanan teslim tarihinden önce kargo gönderildi. ",1
595,ürün güzel paketlenmi̇ş. fi̇yati̇na di̇yecek  bi̇r şey yok. düşünenlere tavsi̇ye ederi̇m. kali̇teli̇ bi̇r ürün zaten,1
596,ürün çok gzel trslimat zamanında ve sorunsuz yapıldı ,1
597,harika,1
598,oğluma prima  kullandım. şimdi kızımada prima kullanıyordum taa kii bu son çıkan bezle tanışana kadar..5 numaraya kadar gayet güzel fakat son çıkardıkları emici bez çiş yerine sadece parayı emiyo başka bir şey değil yani .her seferinde kızımın kıyafetleri ıslanıyor.  yanlarda sızdırıyor oda yetmiyor bezin kendinden de sızdırıyor.. aylık paket olarak almıştım hepsiburadadan artık bu kutu bitsin başka marka kullanacağim..,0
599,lg g3 telefonu tam olarak şarj etmiyor %70lerde kalıyor.,0
600,almiş olduğum ariel toz çamaşıt deterjanı dağ esintisi 9 kg iyi. ancak 7 kg lık parlak renkler 7 kg makinenin hazinesinde bir kısmı top olarak kalıyor.,0
601,"bebegimiz dogdunu gunden beri prima kullaniyoruz, gayet memnunuz,",1
602,gayet kaliteli,1
603,kalite on numara fiyatı on numara,1
604,idare eder kılıf boyutları iyi ayarlanmamış ,0
605,"bende uzun zamandır düzenli olarak bu bezi kullanıyordum fakat son aldığım bezde bezin kalitesi çok düşük, alacak olanlar bir kez daha düşünsün. yabancı ülke menşeili olduğu ve kalitesi orijinal primaya göre alt seviyede olduğu için fiyatı bu kadar cazip büyük ihtimalle. pişman oldum aldığıma.",0
606,"ürünün kalitesi fiyatına göre iyi olduğu söylenebilir, fazla gürültüsü yapmaz, iyonlu özelliğine sahiptir.",1
607,gayet iyi,1
608,çok kaliteli . dogdugundan beri bu markayı kullanıyorum. tsk hb.,1
609,iyi değil,0
610,yorumlar da olduğu gibi degil  hiç bir etkisi yok hiçte tavsiye etmem ,0
611,premium care kullanıyordum ama pahalı olduğu için aktif bebeğe geçiş yaptım ve çok memnunum. premium careda taşma problemi çok yaşıyordum ama aktif bebekte çok nadir oluyor herkese tavsiye ederim.,1
612,kizlarima i̇lk günden beri̇ aliyorum.hem kali̇te ve ucuzluk.teşekkürler hepsi̇burada.com,1
613,aldığım siparişi ürün hiç ürünleri iyi değil hiç de tasviye etmiyorum .hiç bir de etkisi de yok,0
614,"birçok ürün inceleyip yorumlara bakarak aldım .yurtiçi kargoyla ertesi gün teslim edildi. ince telli saçlarımı elektriklenmeden rahatça kurutabildim iyon teknolojisi bu olsa gerek . benim gibi bileği zayıf olanlar için ideal hafiflikte ve kurutma hızı iyi , eski makinamla daha fazla zaman kaybediyormuşum. eğer profesyonel bir kullanım ihtiyacınız yoksa rahatlıkla alabilirsiniz.",1
615,iyi ürün motoru iyi cekiyor mükenmel dalbumbaz kadar güclü motoru var benim işimi görüyor sizlerede tavsiye ederim alanlara hayırlı olur,0
616,gillette ürünleri arasında orta segment bir ürün,0
617,eski primalar çocuğumda kaşıntı ve kabarıklık meydana getiriyordu. bu yüzden uzunca bir süre premium care kullandık. ama yenilenen primayı bir kez daha denediğimizde bu sorun çözülmüştü. sanırım kullanılan malzemeyi değiştirmişler. sızdırmazlık ile ilgili de 12 saate kadar kuruluk sağladığı doğru. ama nadiren de olsa bir kaç kez biz de sorun yaşadık.,1
618,ben 2 yıldır kullandığım prizma bez bu defa hayal kırıklığı yarattı geceleri çocuğun bezini kontrol ettiğimizde üstü başı ıslak şekilde buluyoruz her seferinde. ya ürün kalitesi düştü yada burada satılan ürün kalitesiz. aldığım ürünün üzerinde bulgarca yazılar yazıyor bu ayrıca tedirgin etti beni. tavsiye etmiyorum ,0
619,ürün görsellerine bakıp karar vermeyin derim. özelliklere baktğımda renkli çıktı alınabildiği görülüyor fakat yazıcı tamamen siyah-beyaz. renkli aramayanlara tavsiye ederim.,0
620,"herkes iyi mükemmel demiş ama ben katılmıyorum. bıçak araları dar ve 5 bıçak mach 3e göre daha tahrişli kesiyor. kullanmadığım 8 bıçağı pgye geri gönderim, m3 ile değiştirdiler. bu yüzden pge teşekkür ediyorum.",0
621,bende etki olmadı hic guzel degil ürün,0
622,sürekli sızdırıyor.önceki kullandığım prima ürünlerine hiç benzemiyor.,0
623,"bende yorumları  okuduktan sonra almaya karar verdim, telfonu alalı daha bir hafta olmadan iki gün sonra telefon kapalıyken arayan kişileri göstermiyor ve telefonda zil sesi yok karşı taraf kapatınca cevapsız cağrı var diye ekrana düşüyor ekran acıkken sadece zil sesi var yanıtlama tuşu görünmüyor üründe böyle bir hata varsa neden satışı yapılıyor anlamıyorum..",0
624,ürünün resimleri mükemmel. açıkcası öyle bekledim çünkü hepsi buradan aldığım ürünler iyi göründüğü gibi geldi . ancak parçalarının plastikten ve raflarında kumaştan olması tamamen hayal kırıklığı yaşattı. çok kullanışsız. tavsiye etmiyorum. ,0
625,hiç bir farklılık göremedim 15-20 dk bekleme me rağmen.,0
626,deodorant gibi cok fazla püskürtmesi var sivasan bile bir etkisi yok.yanlis kullanmadim.tek yanlis yorumlara bakarak almam oldu.bundan sonra bir ürün alirken en olumsuz yorunlari kaile alicam.sizde öyle yapin,0
627,"üründen de, alışveriş yaptığım bu siteden de oldukça memnunum.fiyatı ve ürünün kalitesi de gayet iyi, alanlar da memnun kalacaktır.hızlı ve sorunsuz şekilde elinize ulaşması da ayrıca mutlu edici. teşekkürler hepsiburada.com :)",1
628,"üst kısım konmazsa termostat atmıyor, dolayısı ile yakma olasılığınız çok yüksek",0
629,makine kısa sürede gönderildi.beklediğim gibi performansı da gayet iyi. tavsiye ederim.,1
630,super fiyat hızlı gonderi. tesekkur ederim.,1
631,"ilk kullanımda yandı. sadece 1,5 dakika kadar kullanamadım. üflemesi çok zayıf. iğrenç bir plastik kokusu var. şu anda makineyi fişe taktığımda gürültülü tiz bir ses geliyor ama üfleme hiç yok ve de alev alacakmış gibi ısınıyor. acaba ürünlerden en kötüsü bana mı denk geldi.",0
632,"bu ururnu ck kalitesine güvenerek denemeden aldım. çiçek kokusuna kaçmış hafif bir kokusu var , tam bir unisex parfum",0
633,önce ki bezim bitmemişti yeni gelen 2 kutu bezle karşılaştırdım,0
634,zamanında teslim ve beklendiği gibi kalite ,1
635,yeni üretilen bezler incelmiş sanki. sürekli sızdırıyor. elimdekiler bitince farklı marka tercih edeceğim.,0
636,"telefonu sipariş ettikten 1.5 gün sonra eline geçmesi gayet güzel. ancak aynı gece saat 2.30 sularında donması  (ekrandaki saat dahi aynı kalıyor) ve alarmının bile çalmaması, açma kapama ardından yine aynı saatte birebir aynı şekilde donması ve konu ile ilgili samsungu aradığınızda servise getirin demeleri hiç de hoş değil. uğraş dur. hadi hayırlısı.",0
637,çok memnunuz teşekkürler hepsiburada ailesi...,1
638,iş görür. kalite beklemeyin.,0
639,fiyatı iyi ama prima heryerde prima :),1
640,kargo hızlı ve çok uygun. her zaman alırım.,1
641,"i̇lk olaraka halı süpürgesi değil, almak isteyenler bunu bilerek alsın, sonuç hüsran olur. üçgen emiş başlığındaki (4 adetti sanırım) küçük delikten emiş yapıyor, yani yüzeyi değil emiş başlığı ile varsa yüzey arasındaki hava boşluğundan emiş yapmak için tasarlanmış. hali ile bu deliklerden yaptığı emiş nedeni ile  halıyı temizlemediği gibi halıya yapışıyor. bu yapışma nedeni ile ürün halı üzerinde sağa, sola yön vermek istendiğinde çok zor manevra yapılıyor, gövdeden gıcırtılar geliyor, ileride vida yerlerinden dağılması muhtemel. ben mutfakta kullanmak için almıştım, sert yüzeylerde işini iyi yapıyor, halı yüzeylerdeki gibi sorunlu değil. sapının üzerinde sarılan kabloyu asmak için kancası var. güç ayarı olsaydı belki halıda daha başarılı olabilridi ama bu başlıkla imkansız.",0
642,uzatma hortumlarını takmak tam bir eziyet. çünkü çok çukurda. diğer yönlerden güzel,0
643,ürün ucuz ancak çok yavaş veri aktarımı. usb 3.00 kullanmama rağmen 5 - 8 mb/s ile veri aktardım. çok kullanışu değil,0
644,bir iki defa bantlarda kopma yaşadım onun dışında kalitesi güzel. .,1
645,"müthiş hızlı kargo,kaliteli hizmet",1
646,telefonu yaklaşık iki aydır kullaniyorum eşime de aldım. şarjı bir günü çıkariyor falat sinyal çekimi iyi değil. telefon görüşmelerinde karşı tarafın sesimi iyi alamadigini defalarca duydum bundurum rahatsizlik veriyor. dokunmatiği sizi üzebilir. benim telefonum şuanda serviste cunku dokunmatik bir süre sonra bozuldu kendi kendine uygulamalara girmeye başladı eşimin telefon dokunmatiği de bozulmak üzere.,0
647,bu fiyat aralığındaki en iyi cihaz.kullandım gayet başarılı sonuç aldım.arzum olması extra bir kalite.bunu bir kere daha kanıtladı bana göre.kargo hızlı ürün mükemmel.her şey çok güzel.teşekkürler.,1
648,"alıyım demeyin, sallarken eğilen birşeyden hayır beklemeyin",0
649,düzenli olarak kullndığım bir üründü ama prima 5 numara işe yaramaz..cok cok ince kalitesiz..sızdırma yapıo primayla alakası yok ..i̇ndirimli olmasına aldanmayın...,0
650,güzel  makina  kullanışlı pratik hoş ,1
651,telefona gelen aramalar 10 saniye sonra gözüküyor ve o sırada arama süresi bitmiş oluyor. yani gelen hiçbir aramayı cevaplayamıyorsunuz geri aramak zorunda kalıyorsunuz. yabancı forumlarda bu durumu araştırdım lenovo forumu dahil hala bir çözümü yok en kısa sürede iade edeceğim.,0
652,ürün isminden beklendiği kadar kaliteli değil. suyu gördüğü gibi parçalanıyor. ,0
653,prima kullandığımız günden beri pişik kremleri ne son verdik,1
654,anlatılan ile hiç alakası yok paranızı boşa vermeyin derim. bunun yerine porcodille alın daha iyi hiç bir faydası yok.,0
655,menü açılmıyor arka kamera kayıt yapmıyor park modu için ayrı bir kablo istiyor sigortaya bağlamak için bunların dışında görüntü kalitesi mükemmel,0
656,sürekli ihtiyaç duyulan ürün. iyi fiyat hızlı gönderi...,1
657,"idare eder, ihtiyacıma cevap vereceğini düşünerek aldım (10 ad.60 tl) çok kaliteli değil bana göre daha ekonomik denk getirilirse alınabilir. ben çoğunlukla bu siteden alışveriş yaparım, genel olarakda satıcısı hepsiburada olan ürünleri alıyorum, hızlı kargo zamanında teslim teşekürler hepsiburada sitesine...",0
658,gayet güzel sadece  kamerası iyi değil resim çektiğinizde çok mat ,0
659,ürünü esime aldim kendisi cok iyi oldugunu söyledi,1
660,"hep buradan alıyorum, prima sevdiğim bir marka, ayrıca büyük kutu 1 ay fazla bize yeter, çok rahat, kargo kapınıza kadar geliyor.",1
661,ürün kullanışlı fakat kullanılışı çok zor. çok hafif olduğundan kullanım esnasında devrilme sallanma oluyor.,0
662,arkadaslar genelde aldıgım ürünlerde yorumlara önem vererek alırım fakat bu üründe bunun dısına çıkmak istedim ve hata yaptıgımı tecrübe edinerek anladım. kalıcılık diye sey yok . alacak arkadaslar bunu değerlendirsin. ,0
663,bu fiyata çok iyi,1
664,cok iyi elime ulasti tsk hepsiburada,1
665,"paket büyük ve bereketli, bir ay gidiyor, adrese teslim taşıma derdi yok. çok memnunum. en uygun fiyatta hepsiburada'da.",1
666,merhaba ; ürünü kullanma fırsatı bulamadım henüz kutu içerisinden sadece usb kablosu çıktığı için 24 saattir bilgisayarda dolsun diye bekliyorum. belki çok önemli bir detay değil ama kullanma kılavuzu bile çince. umarım beklediğime değer. ,0
667,kullanmadim ama gayet i̇yi̇ görünüyor ve çok kisa sürede geldi̇ i̇nanilir gi̇bi̇ deği̇l,1
668,bu fiyata bu ürün gayet uygun ürünü elinize aldıgınızda kalitesiz hisi veriyor malzemesinden dolayi onun dışında her seyi iyi hizi fani soguk hava vermesinde bir sıkıntı yok alinir.,1
669,öncelikle ben hepsiburda.com dan yaptığım alışverişlerde sıkıntı yaşamadım zaman'ında kargo elime ulaştı fiyat olaraktan çok uygun alacak arkadaşlara tavsiye ederim,1
670,güzel,1
671,eh iyi sayılır. sesi daha az olsaydı,0
672,telefon piyasasına göre iyi bir telefon ama batarya durumu kötü. ,0
673,1 yıldır kullanıyoruz. memnunuz.,1
674,ürün kusursuz elime ulaştı fakat ürünün parçaları bana ağır geldi.kolayca iade edebildim.teşekkürler hepsiburada.1 numarasın....,0
675,bezde önemli olan kargonun hızlı olması kalanı bez yani bu konuda'da hepsiburada çok hızlı.,1
676,"amatör kullanım için yeterli ve güzel bir makine. ancak hediyesi hayal kırıklığı sadece. çin malı, kullanmadan at gitsin. uçlardan mı kaynaklanıyor bilmiyorum, makine çalışırken uçların açısı değişitiğinden yalpalıyor. kullanımı kolay.",0
677,fiyatına göre fena değil idare eder.,0
678,"uygun fiyat,hızlı kargo hizmetiyle süper ...tavsiye ediyorum .bebeğim doğduğundan itibaren kullandığım bu ürünü bu fiyata bize ulaştıran hepsi buradaya teşekkürler .",1
679,yanlış vida yuvaları olduğu için ben tekrar yeni yuvalar açmak zorunda kaldım.,0
680,mac os x desteği ??? ;tak çalıştır mantığı sistem görüyor fakat yazdırmıyor.,0
681,oğluma da kızıma da prima kullanıyorum çok memnunum???? sıfır sızıntı mutlu anneler ??,1
